"genus","species","subspecies","authority","year"
"Candoia","carinata","carinata","SCHNEIDER","1801"
"Candoia","carinata","tepedeleni","SMITH & CHISZAR in SMITH et al.","2001"
"Candoia","paulsoni","paulsoni","STULL","1956"
"Candoia","paulsoni","vindumi","SMITH & CHISZAR","2001"
"Candoia","paulsoni","tasmai","SMITH & TEPEDELEN","2001"
"Candoia","paulsoni","mcdowelli","SMITH & CHISZAR","2001"
"Candoia","paulsoni","sadlieri","SMITH & CHISZAR","2001"
"Candoia","paulsoni","rosadoi","SMITH & CHISZAR","2001"
"Candoia","superciliosa","superciliosa","GUNTHER","1863"
"Candoia","superciliosa","crombiei","SMITH et al.","2001"
"Caraiba","andreae","andreae","REINHARDT & LUTKEN","1862"
"Caraiba","andreae","melopyrrha","THOMAS & GARRIDO","1967"
"Caraiba","andreae","morenoi","GARRIDO","1973"
"Caraiba","andreae","nebulatus","BARBOUR","1916"
"Caraiba","andreae","orientalis","BARBOUR & RAMSDEN","1919"
"Caraiba","andreae","peninsulae","SCHWARTZ & THOMAS","1960"
"Carphophis","amoenus","amoenus","SAY","1825"
"Carphophis","amoenus","helenae","KENNICOTT","1859"
"Celestus","crusculus","crusculus","GARMAN","1887"
"Celestus","crusculus","cundalli","GRANT","1940"
"Cemophora","coccinea","coccinea","BLUMENBACH","1788"
"Cemophora","coccinea","copei","JAN","1863"
"Cerastes","cerastes","cerastes","LINNAEUS","1758"
"Cerastes","cerastes","hoofieni","WERNER & SIVAN in WERNER et al.","1999"
"Cerastes","gasperettii","mendelssohni","WERNER & SIVAN in WERNER et al.","1999"
"Cerastes","gasperettii","gasperettii","LEVITON & ANDERSON","1967"
"Cercosaura","manicata","manicata","O'SHAUGHNESSY","1881"
"Cercosaura","manicata","bolivianus","WERNER","1899"
"Cercosaura","schreibersii","schreibersii","WIEGMANN","1834"
"Cercosaura","schreibersii","albostrigatus","GRIFFIN","1917"
"Chalcides","bedriagai","bedriagai","BOSCA","1880"
"Chalcides","bedriagai","cobosi","VALVERDE","1997"
"Chalcides","bedriagai","pistaciae","VALVERDE","1966"
"Chalcides","chalcides","chalcides","LINNAEUS","1758"
"Chalcides","chalcides","vittatus","LEUCKART","1828"
"Chalcides","mionecton","mionecton","BOTTGER","1874"
"Chalcides","mionecton","trifasciatus","CHABANAUD","1917"
"Chalcides","ocellatus","ocellatus","FORSKAL","1775"
"Chalcides","ocellatus","tiligugu","HERMANN","1783"
"Chalcides","ocellatus","linosae","BOULENGER","1920"
"Chalcides","ocellatus","sacchii","LANZA","1954"
"Chalcides","ocellatus","subtypicus","WERNER","1931"
"Chalcides","ocellatus","zavattarii","LANZA","1954"
"Chalcides","sexlineatus","sexlineatus","STEINDACHNER","1891"
"Chalcides","sexlineatus","bistriatus","STEINDACHNER","1891"
"Chamaeleo","calyptratus","calyptratus","DUMERIL & BIBRON","1851"
"Chamaeleo","calyptratus","calcarifer","PETERS","1871"
"Chamaeleo","chamaeleon","chamaeleon","LINNAEUS","1758"
"Chamaeleo","chamaeleon","musae","STEINDACHNER","1901"
"Chamaeleo","chamaeleon","orientalis","PARKER","1938"
"Chamaeleo","chamaeleon","recticrista","BOETTGER","1880"
"Chamaeleo","dilepis","dilepis","LEACH","1819"
"Chamaeleo","dilepis","idjwiensis","LOVERIDGE","1942"
"Chamaeleo","dilepis","isabellinus","GUNTHER","1893"
"Chamaeleo","dilepis","martensi","MERTENS","1964"
"Chamaeleo","dilepis","petersii","GRAY","1865"
"Chamaeleo","dilepis","quilensis","BOCAGE","1866"
"Chamaeleo","dilepis","roperi","BOULENGER","1890"
"Chamaeleo","dilepis","ruspolii","BOETTGER","1893"
"Chamaeleo","gracilis","gracilis","HALLOWELL","1844"
"Chamaeleo","gracilis","etiennei","SCHMIDT","1919"
"Chamaesaura","anguina","anguina","LINNAEUS","1758"
"Chamaesaura","anguina","oligopholis","LAURENT","1964"
"Chilabothrus","chrysogaster","chrysogaster","COPE","1871"
"Chilabothrus","chrysogaster","relicquus","BARBOUR & SHREVE","1935"
"Chilabothrus","fordii","fordii","GUNTHER","1861"
"Chilabothrus","fordii","agametus","SHEPLAN & SCHWARTZ","1974"
"Chilabothrus","fordii","manototus","SCHWARTZ","1979"
"Chilabothrus","gracilis","gracilis","FISCHER","1888"
"Chilabothrus","gracilis","hapalus","SHEPLAN & SCHWARTZ","1974"
"Chilabothrus","striatus","striatus","FISCHER","1856"
"Chilabothrus","striatus","exagistus","SHEPLAN & SCHWARTZ","1974"
"Chilabothrus","striatus","warreni","SHEPLAN & SCHWARTZ","1974"
"Chilabothrus","strigilatus","ailurus","SHEPLAN & SCHWARTZ","1974"
"Chilabothrus","strigilatus","fosteri","BARBOUR","1941"
"Chilabothrus","strigilatus","fowleri","SHEPLAN & SCHWARTZ","1974"
"Chilabothrus","strigilatus","mccraniei","SHEPLAN & SCHWARTZ","1974"
"Chilabothrus","strigilatus","strigilatus","COPE","1863"
"Chilorhinophis","gerardi","tanganyikae","LOVERIDGE","1951"
"Chilorhinophis","gerardi","gerardi","BOULENGER","1913"
"Chioninia","spinalis","spinalis","BOULENGER","1906"
"Chioninia","spinalis","boavistensis","MIRALLES VASCONCELOS PERERA HARRIS & CARRANZA","2010"
"Chioninia","spinalis","maioensis","MERTENS","1955"
"Chioninia","spinalis","salensis","ANGEL","1935"
"Chioninia","spinalis","santiagoensis","MIRALLES VASCONCELOS PERERA HARRIS & CARRANZA","2010"
"Chioninia","vaillantii","vaillantii","BOULENGER","1887"
"Chioninia","vaillantii","xanthotis","MIRALLES VASCONCELOS PERERA HARRIS & CARRANZA","2010"
"Chirindia","ewerbecki","ewerbecki","WERNER","1910"
"Chirindia","ewerbecki","nanguruwensis","LOVERIDGE","1962"
"Chirindia","langi","langi","FITZSIMONS","1939"
"Chirindia","langi","occidentalis","JACOBSEN","1984"
"Chrysopelea","ornata","ornata","SHAW","1802"
"Chrysopelea","ornata","ornatissima","WERNER","1925"
"Chrysopelea","paradisi","paradisi","BOIE","1827"
"Chrysopelea","paradisi","celebensis","MERTENS","1968"
"Chrysopelea","paradisi","variabilis","MERTENS","1968"
"Chrysopelea","rhodopleuron","rhodopleuron","BOIE","1827"
"Chrysopelea","rhodopleuron","viridis","FISCHER","1880"
"Clelia","clelia","clelia","DAUDIN","1803"
"Clelia","clelia","groomei","GREER","1965"
"Coelognathus","erythrurus","celebensis","JAN","1863"
"Coelognathus","erythrurus","erythrurus","DUMERIL BIBRON & DUMERIL","1854"
"Coelognathus","erythrurus","manillensis","JAN","1863"
"Coelognathus","erythrurus","psephenourus","LEVITON","1979"
"Coelognathus","helena","helena","DAUDIN","1803"
"Coelognathus","helena","monticollaris","SCHULZ","1992"
"Coelognathus","helena","nigriangularis","MOHAPATRA SCHULZ HELFENBERGER HOFMANN & DUTTA","2016"
"Coleonyx","variegatus","abbotti","KLAUBER","1945"
"Coleonyx","variegatus","peninsularis","KLAUBER","1945"
"Coleonyx","variegatus","sonoriensis","KLAUBER","1945"
"Coleonyx","variegatus","variegatus","BAIRD","1858"
"Coluber","constrictor","anthicus","COPE","1862"
"Coluber","constrictor","constrictor","LINNAEUS","1758"
"Coluber","constrictor","etheridgei","WILSON","1970"
"Coluber","constrictor","flaviventris","SAY","1823"
"Coluber","constrictor","foxii","BAIRD & GIRARD","1853"
"Coluber","constrictor","helvigularis","AUFFENBERG","1955"
"Coluber","constrictor","latrunculus","WILSON","1970"
"Coluber","constrictor","mormon","BAIRD & GIRARD","1852"
"Coluber","constrictor","oaxaca","JAN","1863"
"Coluber","constrictor","paludicola","AUFFENBERG & BABITT","1955"
"Coluber","constrictor","priapus","DUNN & WOOD","1939"
"Comptus","stenurus","stenurus","COPE","1862"
"Comptus","stenurus","alloeides","SCHWARTZ","1964"
"Comptus","stenurus","rugosus","COPE","1879"
"Comptus","stenurus","weinlandi","COPE","1868"
"Coniophanes","bipunctatus","bipunctatus","GUNTHER","1858"
"Coniophanes","bipunctatus","biseriatus","SMITH","1940"
"Coniophanes","fissidens","convergens","SHANNON & SMITH","1949"
"Coniophanes","fissidens","dispersus","SMITH","1941"
"Coniophanes","fissidens","fissidens","GUNTHER","1858"
"Coniophanes","fissidens","proterops","COPE","1860"
"Coniophanes","fissidens","punctigularis","COPE","1860"
"Coniophanes","imperialis","imperialis","BAIRD","1859"
"Coniophanes","imperialis","clavatus","PETERS","1864"
"Coniophanes","imperialis","copei","HARTWEG & OLIVER","1938"
"Coniophanes","piceivittis","frangivirgatus","PETERS","1950"
"Coniophanes","piceivittis","piceivittis","COPE","1870"
"Conophis","lineatus","concolor","COPE","1867"
"Conophis","lineatus","lineatus","DUMERIL BIBRON & DUMERIL","1854"
"Conopsis","nasus","nasus","GUNTHER","1858"
"Conopsis","nasus","labialis","TANNER","1961"
"Cophosaurus","texanus","scitulus","PETERS","1951"
"Cophosaurus","texanus","reticulatus","PETERS","1951"
"Cophosaurus","texanus","texanus","TROSCHEL","1850"
"Coronella","austriaca","austriaca","LAURENTI","1768"
"Coronella","austriaca","acutirostris","MALKMUS","1995"
"Corucia","zebrata","alfredschmidti","KOHLER","1997"
"Corucia","zebrata","zebrata","GRAY","1855"
"Crossobamon","eversmanni","eversmanni","WIEGMANN","1834"
"Crossobamon","eversmanni","lumsdenii","BOULENGER","1887"
"Crotalus","cerastes","cerastes","HALLOWELL","1854"
"Crotalus","cerastes","cercobombus","SAVAGE & CLIFF","1953"
"Crotalus","cerastes","laterorepens","KLAUBER","1944"
"Crotalus","durissus","cumanensis","HUMBOLDT","1811"
"Crotalus","durissus","durissus","LINNAEUS","1758"
"Crotalus","durissus","marajoensis","HOGE","1966"
"Crotalus","durissus","ruruima","HOGE","1966"
"Crotalus","durissus","terrificus","LAURENTI","1768"
"Crotalus","durissus","trigonicus","HARRIS & SIMMONS","1978"
"Crotalus","enyo","cerralvensis","CLIFF","1954"
"Crotalus","enyo","furvus","LOWE & NORRIS","1954"
"Crotalus","enyo","enyo","COPE","1861"
"Crotalus","intermedius","intermedius","TROSCHEL in MULLER","1865"
"Crotalus","intermedius","gloydi","TAYLOR","1941"
"Crotalus","intermedius","omiltemanus","GUNTHER","1895"
"Crotalus","lepidus","klauberi","GLOYD","1936"
"Crotalus","lepidus","lepidus","KENNICOTT","1861"
"Crotalus","lepidus","maculosus","TANNER DIXON & HARRIS","1972"
"Crotalus","molossus","molossus","BAIRD & GIRARD","1853"
"Crotalus","molossus","nigrescens","GLOYD","1936"
"Crotalus","molossus","oaxacus","GLOYD","1948"
"Crotalus","pricei","pricei","VAN DENBURGH","1895"
"Crotalus","pricei","miquihuanus","GLOYD","1940"
"Crotalus","ruber","exsul","GARMAN","1884"
"Crotalus","ruber","ruber","COPE","1892"
"Crotalus","ruber","lucasensis","VAN DENBURGH","1920"
"Crotalus","scutulatus","salvini","GUNTHER","1895"
"Crotalus","scutulatus","scutulatus","KENNICOTT","1861"
"Crotalus","willardi","amabilis","ANDERSON","1962"
"Crotalus","willardi","meridionalis","KLAUBER","1949"
"Crotalus","willardi","obscurus","HARRIS","1974"
"Crotalus","willardi","silus","KLAUBER","1949"
"Crotalus","willardi","willardi","MEEK","1905"
"Crotaphytus","collaris","auriceps","FITCH & TANNER","1951"
"Crotaphytus","collaris","collaris","SAY","1823"
"Crotaphytus","collaris","baileyi","STEJNEGER","1890"
"Crotaphytus","collaris","fuscus","INGRAM & TANNER","1971"
"Crotaphytus","collaris","melanomaculatus","AXTELL & WEBB","1995"
"Cryptoblepharus","balinensis","balinensis","BARBOUR","1911"
"Cryptoblepharus","balinensis","sumbawanus","MERTENS","1928"
"Cryptoblepharus","cursor","cursor","BARBOUR","1911"
"Cryptoblepharus","cursor","larsonae","HORNER","2007"
"Cryptoblepharus","gloriosus","gloriosus","STEJNEGER","1893"
"Cryptoblepharus","gloriosus","mayottensis","MERTENS","1928"
"Cryptoblepharus","gloriosus","mohelicus","MERTENS","1928"
"Cryptoblepharus","litoralis","horneri","WELLS & WELLINGTON","1985"
"Cryptoblepharus","litoralis","litoralis","MERTENS","1958"
"Cryptoblepharus","litoralis","vicinus","HORNER","2007"
"Cryptoblepharus","poecilopleurus","poecilopleurus","WIEGMANN","1836"
"Cryptoblepharus","poecilopleurus","paschalis","GARMAN","1908"
"Cryptoblepharus","pulcher","clarus","STORR","1961"
"Cryptoblepharus","pulcher","pulcher","STERNFELD","1918"
"Ctenophorus","isolepis","citrinus","STORR","1965"
"Ctenophorus","isolepis","gularis","STERNFELD","1925"
"Ctenophorus","isolepis","isolepis","FISCHER","1881"
"Ctenosaura","similis","similis","GRAY","1831"
"Ctenosaura","similis","multipunctata","BARBOUR & SHREVE","1934"
"Ctenotus","decaneurus","decaneurus","STORR","1970"
"Ctenotus","decaneurus","yampiensis","STORR","1975"
"Ctenotus","grandis","grandis","STORR","1968"
"Ctenotus","grandis","titan","STORR","1980"
"Ctenotus","hebetior","schuettleri","BORNER","1981"
"Ctenotus","hebetior","hebetior","STORR","1978"
"Ctenotus","pantherinus","acripes","STORR","1975"
"Ctenotus","pantherinus","calx","STORR","1970"
"Ctenotus","pantherinus","ocellifer","STORR","1969"
"Ctenotus","pantherinus","pantherinus","PETERS","1866"
"Ctenotus","rimacolus","camptris","HORNER & FISHER","1998"
"Ctenotus","rimacolus","rimacolus","HORNER & FISHER","1998"
"Ctenotus","strauchii","strauchii","BOULENGER","1887"
"Ctenotus","strauchii","varius","STORR","1981"
"Ctenotus","uber","johnstonei","STORR","1980"
"Ctenotus","uber","uber","STORR","1969"
"Cubophis","cantherigerus","adspersus","GUNDLACH & PETERS","1864"
"Cubophis","cantherigerus","cantherigerus","BIBRON","1843"
"Cubophis","cantherigerus","pepei","SCHWARTZ & THOMAS","1960"
"Cubophis","cantherigerus","schwartzi","LANDO & WILLIAMS","1969"
"Cubophis","vudii","vudii","COPE","1862"
"Cubophis","vudii","aterrimus","BARBOUR & SHREVE","1935"
"Cubophis","vudii","picticeps","CONANT","1937"
"Cubophis","vudii","raineyi","BARBOUR & SHREVE","1935"
"Cubophis","vudii","utowanae","BARBOUR & SHREVE","1935"
"Cyclocorus","lineatus","lineatus","REINHARDT","1843"
"Cyclocorus","lineatus","alcalai","LEVITON","1967"
"Cyclocorus","nuchalis","nuchalis","TAYLOR","1923"
"Cyclocorus","nuchalis","taylori","LEVITON","1967"
"Cyclodomorphus","melanops","melanops","STIRLING & ZIETZ","1893"
"Cyclodomorphus","melanops","elongatus","WERNER","1910"
"Cyclodomorphus","melanops","siticulosus","SHEA & MILLER","1995"
"Cyclura","cornuta","cornuta","BONNATERRE","1789"
"Cyclura","cornuta","onchiopsis","COPE","1885"
"Cyclura","cychlura","figginsi","BARBOUR","1923"
"Cyclura","cychlura","cychlura","CUVIER","1829"
"Cyclura","cychlura","inornata","BARBOUR & NOBLE","1916"
"Cyclura","nubila","caymanensis","BARBOUR & NOBLE","1916"
"Cyclura","nubila","nubila","GRAY","1831"
"Cyclura","rileyi","cristata","SCHMIDT","1920"
"Cyclura","rileyi","rileyi","STEJNEGER","1903"
"Cyclura","rileyi","nuchalis","BARBOUR & NOBLE","1916"
"Cyrtodactylus","consobrinus","kinabaluensis","MALKMUS","1989"
"Cyrtodactylus","consobrinus","consobrinus","PETERS","1871"
"Cyrtodactylus","laevigatus","laevigatus","DAREVSKY","1964"
"Cyrtodactylus","laevigatus","uniformis","AUFFENBERG","1980"
"Cyrtopodion","kachhense","ingoldbyi","PROCTER","1923"
"Cyrtopodion","kachhense","kachhense","STOLICZKA","1872"
"Darevskia","bithynica","bithynica","MEHELY","1909"
"Darevskia","bithynica","tristis","LANTZ & CYREN","1936"
"Darevskia","brauneri","brauneri","MEHELY","1909"
"Darevskia","brauneri","myusserica","DORONIN","2011"
"Darevskia","caucasica","caucasica","MEHELY","1909"
"Darevskia","caucasica","vedenica","DAREVSKY & ROITBERG","1999"
"Darevskia","derjugini","abchasica","BISCHOFF","1982"
"Darevskia","derjugini","barani","BISCHOFF","1982"
"Darevskia","derjugini","boehmei","BISCHOFF","1982"
"Darevskia","derjugini","derjugini","NIKOLSKIJ","1898"
"Darevskia","derjugini","orlowae","BISCHOFF","1984"
"Darevskia","derjugini","silvatica","BARTENEF & REZNIKOVA","1931"
"Darevskia","obscura","bischoffi","BOHME & BUDAK","1977"
"Darevskia","obscura","macromaculata","DAREVSKY","1967"
"Darevskia","obscura","obscura","LANTZ & CYREN","1936"
"Darevskia","portschinskii","nigrita","BAKRADZE","1976"
"Darevskia","portschinskii","portschinskii","KESSLER","1878"
"Darevskia","praticola","praticola","EVERSMANN","1834"
"Darevskia","praticola","hungarica","SOBOLEWSKY","1930"
"Darevskia","praticola","hyrcanica","TUNIYEV DORONIN KIDOV & TUNIYEV","2011"
"Darevskia","praticola","loriensis","TUNIYEV DORONIN TUNIYEV AGHASYAN KIDOV & AGHASYAN","2013"
"Darevskia","praticola","pontica","LANTZ & CYREN","1918"
"Darevskia","raddei","raddei","BOETTGER","1892"
"Darevskia","raddei","vanensis","EISELT SCHMIDTLER & DAREVSKY","1993"
"Darevskia","raddei","chaldoranensis","RASTEGAR-POUYANI KARAMIANI ORAEI KHOSRAWANI & RASTEGAR-POUYANI","2011"
"Darevskia","rudis","bolkardaghica","ARRIBAS ILGAZ KUMLUTAS DURMUS AVCI & UZUM","2013"
"Darevskia","rudis","chechenica","EISELT & DAREVSKY","1991"
"Darevskia","rudis","lantzicyreni","DAREVSKY & EISELT","1967"
"Darevskia","rudis","rudis","BEDRIAGA","1886"
"Darevskia","rudis","svanetica","DAREVSKY & EISELT","1980"
"Darevskia","spitzenbergerae","spitzenbergerae","EISELT DAREVSKY & SCHMIDTLER","1992"
"Darevskia","spitzenbergerae","wernermayeri","ARRIBAS et al.","2022"
"Delma","concinna","concinna","KLUGE","1974"
"Delma","concinna","major","STORR","1987"
"Dendroaspis","jamesoni","jamesoni","TRAILL","1843"
"Dendroaspis","jamesoni","kaimosae","LOVERIDGE","1936"
"Dendrolycus","elapoides","angusticinctus","LAURENT","1952"
"Dendrolycus","elapoides","elapoides","GUNTHER","1874"
"Diadophis","punctatus","acricus","PAULSON","1966"
"Diadophis","punctatus","amabilis","BAIRD & GIRARD","1853"
"Diadophis","punctatus","arnyi","KENNICOTT","1859"
"Diadophis","punctatus","docilis","BAIRD & GIRARD","1853"
"Diadophis","punctatus","dugesii","VILLADA","1875"
"Diadophis","punctatus","edwardsii","MERREM","1820"
"Diadophis","punctatus","modestus","BOCOURT","1866"
"Diadophis","punctatus","occidentalis","BLANCHARD","1923"
"Diadophis","punctatus","pulchellus","BAIRD & GIRARD","1853"
"Diadophis","punctatus","punctatus","LINNAEUS","1766"
"Diadophis","punctatus","regalis","BAIRD & GIRARD","1853"
"Diadophis","punctatus","similis","BLANCHARD","1923"
"Diadophis","punctatus","stictogenys","COPE","1860"
"Diadophis","punctatus","vandenburgii","BLANCHARD","1923"
"Diplodactylus","granariensis","granariensis","STORR","1979"
"Diplodactylus","granariensis","rex","STORR","1988"
"Diploderma","polygonatum","donan","OTA","2003"
"Diploderma","polygonatum","ishigakiense","VAN DENBURGH","1912"
"Diploderma","polygonatum","miyakense","VAN DENBURGH","1912"
"Diploderma","polygonatum","polygonatum","HALLOWELL","1861"
"Diploderma","polygonatum","xanthostomum","OTA","1991"
"Dipsadoboa","flavida","flavida","BROADLEY & STEVENS","1971"
"Dipsadoboa","flavida","broadleyi","RASMUSSEN","1989"
"Dipsadoboa","viridis","gracilis","LAURENT","1956"
"Dipsadoboa","viridis","viridis","PETERS","1869"
"Dipsas","indica","indica","LAURENTI","1768"
"Dipsas","indica","ecuadoriensis","PETERS","1960"
"Dipsas","indica","petersi","HOGE & ROMANO-HOGE","1975"
"Dipsosaurus","dorsalis","dorsalis","BAIRD & GIRARD","1852"
"Dipsosaurus","dorsalis","sonoriensis","ALLEN","1933"
"Dispholidus","typus","typus","SMITH","1829"
"Dispholidus","typus","kivuensis","LAURENT","1955"
"Dolichophis","jugularis","asianus","BOETTGER","1880"
"Dolichophis","jugularis","jugularis","LINNAEUS","1758"
"Draco","maculatus","divergens","TAYLOR","1934"
"Draco","maculatus","whiteheadi","BOULENGER","1900"
"Draco","maculatus","maculatus","GRAY","1845"
"Draco","maculatus","haasei","BOETTGER","1893"
"Draco","melanopogon","melanopogon","BOULENGER","1887"
"Draco","melanopogon","nigriappendiculatus","BARTLETT","1894"
"Draco","obscurus","obscurus","BOULENGER","1887"
"Draco","obscurus","laetepictus","HENNING","1936"
"Drymarchon","melanurus","melanurus","DUMERIL BIBRON & DUMERIL","1854"
"Drymarchon","melanurus","erebennus","COPE","1861"
"Drymarchon","melanurus","orizabensis","DUGES","1905"
"Drymarchon","melanurus","rubidus","SMITH","1941"
"Drymarchon","melanurus","unicolor","SMITH","1941"
"Drymobius","margaritiferus","margaritiferus","SCHLEGEL","1837"
"Drymobius","margaritiferus","fistulosus","SMITH","1942"
"Drymobius","margaritiferus","maydis","VILLA","1968"
"Drymobius","margaritiferus","occidentalis","BOCOURT in DUMERIL et al.","1890"
"Duberria","lutrix","abyssinica","BOULENGER","1894"
"Duberria","lutrix","atriventris","STERNFELD","1912"
"Duberria","lutrix","basilewskyi","SKELTON-BOURGEOIS","1961"
"Duberria","lutrix","currylindahli","LAURENT","1956"
"Duberria","lutrix","lutrix","LINNAEUS","1758"
"Echis","carinatus","carinatus","SCHNEIDER","1801"
"Echis","carinatus","sochureki","STEMMLER","1969"
"Echis","coloratus","coloratus","GUNTHER","1878"
"Echis","coloratus","terraesanctae","BABOCSAY","2003"
"Echis","pyramidum","pyramidum","GEOFFROY SAINT-HILAIRE","1827"
"Echis","pyramidum","leakeyi","STEMMLER & SOCHUREK","1969"
"Egernia","saxatilis","saxatilis","COGGER","1960"
"Egernia","saxatilis","intermedia","COGGER","1960"
"Egernia","stokesii","badia","STORR","1978"
"Egernia","stokesii","stokesii","GRAY","1845"
"Egernia","stokesii","zellingi","DE VIS","1884"
"Eirenis","barani","barani","SCHMIDTLER","1988"
"Eirenis","barani","bischofforum","SCHMIDTLER","1997"
"Eirenis","collaris","macrospilotus","WERNER","1903"
"Eirenis","collaris","collaris","MENETRIES","1832"
"Eirenis","coronella","coronella","SCHLEGEL","1837"
"Eirenis","coronella","fennelli","ARNOLD","1982"
"Eirenis","coronella","ibrahimi","SIVAN & WERNER","2003"
"Eirenis","modestus","modestus","MARTIN","1838"
"Eirenis","modestus","semimaculatus","BOETTGER","1876"
"Eirenis","modestus","cilicius","SCHMIDTLER","1993"
"Eirenis","punctatolineatus","condoni","BOULENGER","1920"
"Eirenis","punctatolineatus","punctatolineatus","BOETTGER","1892"
"Elaphe","carinata","carinata","GUNTHER","1864"
"Elaphe","carinata","yonaguniensis","TAKARA","1962"
"Elaphe","quatuorlineata","muenteri","BEDRIAGA","1882"
"Elaphe","quatuorlineata","quatuorlineata","LACEPEDE","1789"
"Elaphe","quatuorlineata","scyrensis","CATTANEO","1999"
"Elaphe","quatuorlineata","parensis","CATTANEO","1999"
"Elaphe","taeniura","callicyanous","SCHULZ","2010"
"Elaphe","taeniura","friesi","WERNER","1927"
"Elaphe","taeniura","grabowskyi","FISCHER","1885"
"Elaphe","taeniura","helfenbergeri","SCHULZ","2010"
"Elaphe","taeniura","mocquardi","SCHULZ","1996"
"Elaphe","taeniura","ridleyi","BUTLER","1899"
"Elaphe","taeniura","schmackeri","BOETTGER","1895"
"Elaphe","taeniura","taeniura","COPE","1861"
"Elaphe","taeniura","yunnanensis","ANDERSON","1879"
"Elapsoidea","loveridgei","colleti","LAURENT","1956"
"Elapsoidea","loveridgei","loveridgei","PARKER","1949"
"Elapsoidea","loveridgei","multicincta","LAURENT","1956"
"Elapsoidea","semiannulata","moebiusi","WERNER","1897"
"Elapsoidea","semiannulata","semiannulata","BOCAGE","1882"
"Elapsoidea","sundevallii","decosteri","BOULENGER","1888"
"Elapsoidea","sundevallii","fitzsimonsi","LOVERIDGE","1944"
"Elapsoidea","sundevallii","longicauda","BROADLEY","1971"
"Elapsoidea","sundevallii","media","BROADLEY","1971"
"Elapsoidea","sundevallii","sundevallii","SMITH","1848"
"Elgaria","coerulea","coerulea","WIEGMANN","1828"
"Elgaria","coerulea","palmeri","STEJNEGER","1893"
"Elgaria","coerulea","principis","BAIRD & GIRARD","1852"
"Elgaria","coerulea","shastensis","FITCH","1934"
"Elgaria","kingii","kingii","GRAY","1838"
"Elgaria","kingii","nobilis","BAIRD & GIRARD","1852"
"Elgaria","kingii","ferruginea","WEBB","1962"
"Elgaria","multicarinata","multicarinata","","1835"
"Elgaria","multicarinata","ignava","VAN DENBURGH","1905"
"Elgaria","multicarinata","nana","FITCH","1934"
"Elgaria","multicarinata","scincicauda","SKILTON","1849"
"Elgaria","multicarinata","webbii","BAIRD","1859"
"Emoia","arnoensis","nauru","BROWN","1991"
"Emoia","arnoensis","arnoensis","BROWN & MARSHALL","1953"
"Emoia","atrocostata","atrocostata","LESSON","1830"
"Emoia","atrocostata","australis","BROWN","1991"
"Emoia","atrocostata","freycineti","DUMERIL & BIBRON","1839"
"Emoia","kuekenthali","kuekenthali","BOETTGER","1895"
"Emoia","kuekenthali","notomoluccense","BRONGERSMA","1931"
"Emoia","pallidiceps","mehelyi","WERNER","1899"
"Emoia","pallidiceps","pallidiceps","DE VIS","1890"
"Emoia","physicae","purari","BROWN","1991"
"Emoia","physicae","physicae","DUMERIL & BIBRON","1839"
"Enulius","flavitorques","flavitorques","COPE","1868"
"Enulius","flavitorques","sumichrasti","BOCOURT","1883"
"Enulius","flavitorques","unicolor","FISCHER","1881"
"Eremias","argus","argus","PETERS","1869"
"Eremias","argus","barbouri","SCHMIDT","1925"
"Eremias","arguta","arguta","PALLAS","1773"
"Eremias","arguta","darevskii","TSARUK","1986"
"Eremias","arguta","deserti","GMELIN","1789"
"Eremias","arguta","transcaucasica","DAREVSKY","1953"
"Eremias","arguta","uzbekistanica","CHERNOV","1934"
"Eremias","multiocellata","kozlowi","BEDRIAGA","1907"
"Eremias","multiocellata","multiocellata","GUNTHER","1872"
"Eremias","multiocellata","tsaganbogdensis","MUNKHABAYAR & BORKIN","2010"
"Eremias","scripta","lasdini","TZAREVSKY","1918"
"Eremias","scripta","pherganensis","SZCZERBAK & VASHETKO","1973"
"Eremias","scripta","scripta","STRAUCH","1867"
"Eremias","velox","borkini","EREMCHENKO & PANFILOV","1999"
"Eremias","velox","caucasia","LANTZ","1928"
"Eremias","velox","velox","PALLAS","1771"
"Eremiascincus","emigrans","emigrans","LIDTH DE JEUDE","1895"
"Eremiascincus","emigrans","wetariensis","MERTENS","1928"
"Erythrolamprus","aesculapii","aesculapii","LINNAEUS","1758"
"Erythrolamprus","aesculapii","monozona","JAN","1863"
"Erythrolamprus","aesculapii","tetrazona","JAN","1863"
"Erythrolamprus","aesculapii","venustissimus","WIED","1821"
"Erythrolamprus","epinephalus","bimaculatus","COPE","1899"
"Erythrolamprus","epinephalus","epinephalus","COPE","1862"
"Erythrolamprus","epinephalus","juvenalis","DUNN","1937"
"Erythrolamprus","epinephalus","kogiorum","BERNAL-CARLO","1994"
"Erythrolamprus","epinephalus","opisthotaenius","BOULENGER","1908"
"Erythrolamprus","epinephalus","pseudocobella","PERACCA","1914"
"Erythrolamprus","jaegeri","coralliventris","BOULENGER","1894"
"Erythrolamprus","jaegeri","jaegeri","GUNTHER","1858"
"Erythrolamprus","juliae","juliae","COPE","1879"
"Erythrolamprus","juliae","copeae","PARKER","1936"
"Erythrolamprus","melanotus","lamari","DIXON & MICHAUD","1992"
"Erythrolamprus","melanotus","nesos","DIXON & MICHAUD","1992"
"Erythrolamprus","melanotus","melanotus","SHAW","1802"
"Erythrolamprus","miliaris","miliaris","LINNAEUS","1758"
"Erythrolamprus","miliaris","amazonicus","DUNN","1922"
