"genus","species","subspecies","authority","year"
"Ablepharus","budaki","budaki","GOCMEN KUMLUTAS & TOSUNOGLU",1996
"Ablepharus","budaki","anatolicus","SCHMIDTLER",1997
"Ablepharus","chernovi","chernovi","DAREVSKY",1953
"Ablepharus","chernovi","eiselti","SCHMIDTLER",1997
"Ablepharus","chernovi","isauriensis","SCHMIDTLER",1997
"Ablepharus","chernovi","ressli","SCHMIDTLER",1997
"Ablepharus","kitaibelii","kitaibelii","BIBRON & BORY",1833
"Ablepharus","kitaibelii","fabichi","STEPANEK",1937
"Ablepharus","kitaibelii","fitzingeri","MERTENS",1952
"Ablepharus","kitaibelii","stepaneki","FUHN",1970
"Ablepharus","rueppellii","rueppellii","GRAY",1839
"Ablepharus","rueppellii","festae","PERACCA",1894
"Acanthodactylus","boskianus","asper","AUDOUIN",1829
"Acanthodactylus","boskianus","boskianus","DAUDIN",1802
"Acanthodactylus","boskianus","euphraticus","BOULENGER",1919
"Acanthodactylus","erythrurus","atlanticus","BOULENGER",1918
"Acanthodactylus","erythrurus","belli","GRAY",1845
"Acanthodactylus","erythrurus","erythrurus","SCHINZ",1833
"Acanthodactylus","erythrurus","lineomaculatus","DUMERIL & BIBRON",1839
"Acanthodactylus","scutellatus","audouini","BOULENGER",1918
"Acanthodactylus","scutellatus","scutellatus","AUDOUIN",1827
"Achalinus","formosanus","chigirai","OTA & TOYAMA",1989
"Achalinus","formosanus","formosanus","BOULENGER",1908
"Acontias","aurantiacus","aurantiacus","PETERS",1854
"Acontias","aurantiacus","bazarutoensis","BROADLEY",1990
"Acontias","aurantiacus","carolinensis","BROADLEY",1990
"Acontias","kgalagadi","kgalagadi","BOULENGER",1887
"Acontias","kgalagadi","subtaeniatus","BROADLEY",1968
"Aeluroscalabotes","felinus","felinus","GUNTHER",1864
"Aeluroscalabotes","felinus","multituberculatus","KOPSTEIN",1927
"Afrotyphlops","schlegelii","schlegelii","BIANCONI",1849
"Afrotyphlops","schlegelii","petersii","BOCAGE",1873
"Afrotyphlops","schmidti","schmidti","LAURENT",1956
"Afrotyphlops","schmidti","laurenti","LAURENT",1968
"Agama","aculeata","distanti","BOULENGER",1902
"Agama","aculeata","aculeata","MERREM",1820
"Agama","caudospinosa","caudospinosa","MEEK",1910
"Agama","caudospinosa","spawlsi","WAGNER",2010
"Agama","doriae","benueensis","MONARD",1951
"Agama","doriae","doriae","BOULENGER",1885
"Agama","finchi","finchi","BOHME et al.",2005
"Agama","finchi","leucerythrolaema","WAGNER et al.",2011
"Agama","hispida","makarikarika","FITZSIMONS",1932
"Agama","hispida","hispida","KAUP",1827
"Agama","kirkii","fitzsimonsi","LOVERIDGE",1950
"Agama","kirkii","kirkii","BOULENGER",1885
"Agama","lionotus","dodomae","LOVERIDGE",1923
"Agama","lionotus","elgonis","LONNBERG",1922
"Agama","lionotus","lionotus","BOULENGER",1896
"Agama","lionotus","ufipae","LOVERIDGE",1932
"Agama","rueppelli","rueppelli","VAILLANT in REVOIL",1882
"Agama","rueppelli","occidentalis","PARKER",1932
"Agama","rueppelli","septentrionalis","PARKER",1932
"Agamodon","anguliceps","anguliceps","PETERS",1882
"Agamodon","anguliceps","immaculatus","CALABRESI",1927
"Ahaetulla","prasina","prasina","BOIE",1827
"Ahaetulla","prasina","medioxima","LAZELL",2002
"Ahaetulla","prasina","preocularis","TAYLOR",1922
"Ahaetulla","prasina","suluensis","GAULKE",1994
"Algyroides","nigropunctatus","kephallithacius","KEYMAR",1986
"Algyroides","nigropunctatus","nigropunctatus","DUMERIL & BIBRON",1839
"Amblyodipsas","katangensis","katangensis","WITTE & LAURENT",1942
"Amblyodipsas","katangensis","ionidesi","LOVERIDGE",1951
"Amblyodipsas","microphthalma","microphthalma","BIANCONI",1852
"Amblyodipsas","microphthalma","nigra","JACOBSEN",1986
"Amblyodipsas","polylepis","polylepis","BOCAGE",1873
"Amblyodipsas","polylepis","hildebrandtii","PETERS",1877
"Amblyrhynchus","cristatus","cristatus","BELL",1825
"Amblyrhynchus","cristatus","albemarlensis","EIBL-EIBESFELDT",1962
"Amblyrhynchus","cristatus","godzilla","MIRALLES MACLEOD RODRIGUEZ IBANEZ JIMENEZ-UZCATEGUI QUEZADA VENCES & STEINFARTZ",2017
"Amblyrhynchus","cristatus","hassi","EIBL-EIBESFELDT",1962
"Amblyrhynchus","cristatus","hayampi","MIRALLES MACLEOD RODRIGUEZ IBANEZ JIMENEZ-UZCATEGUI QUEZADA VENCES & STEINFARTZ",2017
"Amblyrhynchus","cristatus","jeffreysi","MIRALLES MACLEOD RODRIGUEZ IBANEZ JIMENEZ-UZCATEGUI QUEZADA VENCES & STEINFARTZ",2017
"Amblyrhynchus","cristatus","mertensi","EIBL-EIBESFELDT",1962
"Amblyrhynchus","cristatus","nanus","GARMAN",1892
"Amblyrhynchus","cristatus","sielmanni","EIBL-EIBESFELDT",1962
"Amblyrhynchus","cristatus","trillmichi","MIRALLES MACLEOD RODRIGUEZ IBANEZ JIMENEZ-UZCATEGUI QUEZADA VENCES & STEINFARTZ",2017
"Amblyrhynchus","cristatus","venustissimus","EIBL-EIBESFELDT",1956
"Amblyrhynchus","cristatus","wikelskii","MIRALLES MACLEOD RODRIGUEZ IBANEZ JIMENEZ-UZCATEGUI QUEZADA VENCES & STEINFARTZ",2017
"Ameiva","bifrontata","bifrontata","COPE",1862
"Ameiva","bifrontata","divisa","FISCHER",1879
"Ameiva","bifrontata","insulana","RUTHVEN",1924
"Amphisbaena","fuliginosa","fuliginosa","LINNAEUS",1758
"Amphisbaena","fuliginosa","amazonica","VANZOLINI",1951
"Amphisbaena","fuliginosa","bassleri","VANZOLINI",1951
"Amphisbaena","fuliginosa","varia","LAURENTI",1768
"Amphisbaena","fuliginosa","wiedi","VANZOLINI",1951
"Ancylocranium","barkeri","barkeri","LOVERIDGE",1946
"Ancylocranium","barkeri","newalae","LOVERIDGE",1962
"Ancylocranium","ionidesi","ionidesi","LOVERIDGE",1955
"Ancylocranium","ionidesi","haasi","GANS & KOCHVA",1966
"Ancylocranium","somalicum","somalicum","SCORTECCI",1931
"Ancylocranium","somalicum","parkeri","GANS & KOCHVA",1966
"Anilius","scytale","phelpsorum","ROZE",1958
"Anilius","scytale","scytale","LINNAEUS",1758
"Anolis","bahorucoensis","bahorucoensis","NOBLE & HASSLER",1933
"Anolis","bahorucoensis","southerlandi","SCHWARTZ",1978
"Anolis","baleatus","baleatus","COPE",1864
"Anolis","baleatus","altager","SCHWARTZ",1975
"Anolis","baleatus","caeruleolatus","SCHWARTZ",1974
"Anolis","baleatus","fraudator","SCHWARTZ",1974
"Anolis","baleatus","lineatacervix","SCHWARTZ",1978
"Anolis","baleatus","litorisilva","SCHWARTZ",1974
"Anolis","baleatus","multistruppus","SCHWARTZ",1974
"Anolis","baleatus","samanae","SCHWARTZ",1974
"Anolis","baleatus","scelestus","SCHWARTZ",1974
"Anolis","baleatus","sublimis","SCHWARTZ",1974
"Anolis","barahonae","barahonae","WILLIAMS",1962
"Anolis","barahonae","albocellatus","SCHWARTZ",1974
"Anolis","barahonae","ininquinatus","CULLOM & SCHWARTZ",1980
"Anolis","barahonae","mulitus","CULLOM & SCHWARTZ",1980
"Anolis","bremeri","bremeri","BARBOUR",1914
"Anolis","bremeri","insulaepinorum","GARRIDO",1972
"Anolis","brevirostris","brevirostris","BOCOURT",1870
"Anolis","brevirostris","deserticola","ARNOLD",1980
"Anolis","brevirostris","wetmorei","COCHRAN",1931
"Anolis","conspersus","conspersus","GARMAN",1887
"Anolis","conspersus","lewisi","GRANT",1940
"Anolis","cristatellus","cristatellus","DUMERIL & BIBRON",1837
"Anolis","cristatellus","wileyae","GRANT",1931
"Anolis","cyanopleurus","cyanopleurus","COPE",1861
"Anolis","cyanopleurus","orientalis","GARRIDO",1975
"Anolis","distichus","distichus","COPE",1861
"Anolis","distichus","biminiensis","OLIVER",1948
"Anolis","distichus","dapsilis","SCHWARTZ",1968
"Anolis","distichus","distichoides","ROSEN",1911
"Anolis","distichus","floridanus","SMITH & MCCAULEY",1948
"Anolis","distichus","juliae","COCHRAN",1934
"Anolis","distichus","ocior","SCHWARTZ",1968
"Anolis","distichus","patruelis","SCHWARTZ",1968
"Anolis","distichus","sejunctus","SCHWARTZ",1968
"Anolis","distichus","suppar","SCHWARTZ",1968
"Anolis","distichus","tostus","SCHWARTZ",1968
"Anolis","dolichocephalus","dolichocephalus","WILLIAMS",1963
"Anolis","dolichocephalus","portusalus","SCHWARTZ",1978
"Anolis","dolichocephalus","sarmenticola","SCHWARTZ",1978
"Anolis","equestris","equestris","MERREM",1820
"Anolis","equestris","brujensis","GARRIDO",2001
"Anolis","equestris","buidei","SCHWARTZ & GARRIDO",1972
"Anolis","equestris","cincoleguas","GARRIDO",1981
"Anolis","equestris","cyaneus","GARRIDO & ESTRADA",2001
"Anolis","equestris","juraguensis","SCHWARTZ & GARRIDO",1972
"Anolis","equestris","persparsus","SCHWARTZ & GARRIDO",1972
"Anolis","equestris","potior","SCHWARTZ & THOMAS",1975
"Anolis","equestris","sabinalensis","GARRIDO & MORENO",2001
"Anolis","equestris","thomasi","SCHWARTZ",1958
"Anolis","equestris","verreonensis","SCHWARTZ & GARRIDO",1972
"Anolis","grahami","grahami","GRAY",1845
"Anolis","grahami","aquarum","UNDERWOOD & WILLIAMS",1959
"Anolis","hendersoni","hendersoni","COCHRAN",1923
"Anolis","hendersoni","ravidormitans","SCHWARTZ",1978
"Anolis","homolechis","homolechis","COPE",1864
"Anolis","homolechis","turquinensis","GARRIDO",1973
"Anolis","jubar","jubar","SCHWARTZ",1968
"Anolis","jubar","albertschwartzi","GARRIDO",1973
"Anolis","jubar","balaenarum","SCHWARTZ",1968
"Anolis","jubar","cocoensis","ESTRADA & GARRIDO",1990
"Anolis","jubar","cuneus","SCHWARTZ",1968
"Anolis","jubar","gibarensis","GARRIDO",1973
"Anolis","jubar","maisiensis","GARRIDO",1973
"Anolis","jubar","oriens","SCHWARTZ",1968
"Anolis","jubar","santamariae","GARRIDO",1973
"Anolis","jubar","yaguajayensis","GARRIDO",1973
"Anolis","lineatopus","lineatopus","GRAY",1840
"Anolis","lineatopus","ahenobarbus","UNDERWOOD & WILLIAMS",1959
"Anolis","lineatopus","merope","UNDERWOOD & WILLIAMS",1959
"Anolis","lineatopus","neckeri","GRANT",1940
"Anolis","longitibialis","longitibialis","NOBLE",1923
"Anolis","longitibialis","specuum","SCHWARTZ",1979
"Anolis","luteogularis","luteogularis","NOBLE & HASSLER",1935
"Anolis","luteogularis","calceus","SCHWARTZ & GARRIDO",1972
"Anolis","luteogularis","coctilis","SCHWARTZ & GARRIDO",1972
"Anolis","luteogularis","delacruzi","SCHWARTZ & GARRIDO",1972
"Anolis","luteogularis","hassleri","BARBOUR & SHREVE",1935
"Anolis","luteogularis","jaumei","SCHWARTZ & GARRIDO",1972
"Anolis","luteogularis","nivevultus","SCHWARTZ & GARRIDO",1972
"Anolis","luteogularis","sanfelipensis","GARRIDO",1975
"Anolis","luteogularis","sectilis","SCHWARTZ & GARRIDO",1972
"Anolis","marmoratus","alliaceus","COPE",1864
"Anolis","marmoratus","caryae","LAZELL",1964
"Anolis","marmoratus","girafus","LAZELL",1964
"Anolis","marmoratus","inornatus","LAZELL",1964
"Anolis","marmoratus","marmoratus","DUMERIL & BIBRON",1837
"Anolis","marmoratus","setosus","LAZELL",1964
"Anolis","marmoratus","speciosus","GARMAN",1887
"Anolis","monticola","monticola","SHREVE",1936
"Anolis","monticola","quadrisartus","THOMAS & SCHWARTZ",1967
"Anolis","oculatus","cabritensis","LAZELL",1962
"Anolis","oculatus","montanus","LAZELL",1962
"Anolis","oculatus","oculatus","COPE",1879
"Anolis","oculatus","winstonorum","LAZELL",1962
"Anolis","olssoni","olssoni","SCHMIDT",1919
"Anolis","olssoni","alienus","SCHWARTZ",1981
"Anolis","olssoni","domingonis","SCHWARTZ",1981
"Anolis","olssoni","extentus","SCHWARTZ",1981
"Anolis","olssoni","ferrugicauda","SCHWARTZ",1981
"Anolis","olssoni","insulanus","SCHWARTZ",1981
"Anolis","olssoni","montivagus","SCHWARTZ",1981
"Anolis","olssoni","palloris","SCHWARTZ",1981
"Anolis","paternus","paternus","HARDY",1967
"Anolis","paternus","pinarensis","GARRIDO",1975
"Anolis","porcatus","aracelyae","PEREZ-BEATO",1996
"Anolis","porcatus","porcatus","GRAY",1840
"Anolis","punctatus","punctatus","DAUDIN",1802
"Anolis","punctatus","boulengeri","O'SHAUGHNESSY",1881
"Anolis","ricordii","ricordii","DUMERIL & BIBRON",1837
"Anolis","ricordii","leberi","WILLIAMS",1965
"Anolis","ricordii","subsolanus","SCHWARTZ",1974
"Anolis","ricordii","viculus","SCHWARTZ",1974
"Anolis","roquet","roquet","BONNATERRE",1789
"Anolis","roquet","caracoli","LAZELL",1972
"Anolis","roquet","majolgris","LAZELL",1972
"Anolis","roquet","salinei","LAZELL",1972
"Anolis","roquet","summus","LAZELL",1972
"Anolis","roquet","zebrilus","LAZELL",1972
"Anolis","sagrei","mayensis","SMITH & BURGER",1949
"Anolis","sagrei","sagrei","DUMERIL & BIBRON",1837
"Anolis","saxatilis","saxatilis","WILLIAMS",1963
"Anolis","saxatilis","lapidosus","SCHWARTZ",1980
"Anolis","scriptus","scriptus","GARMAN",1887
"Anolis","scriptus","leucophaeus","GARMAN",1888
"Anolis","scriptus","mariguanae","COCHRAN",1931
"Anolis","scriptus","sularum","BARBOUR & SHREVE",1935
"Anolis","smallwoodi","smallwoodi","SCHWARTZ",1964
"Anolis","smallwoodi","palardis","SCHWARTZ",1964
"Anolis","smallwoodi","saxuliceps","SCHWARTZ",1964
"Anolis","smaragdinus","smaragdinus","BARBOUR & SHREVE",1935
"Anolis","smaragdinus","lerneri","OLIVER",1948
"Anolis","strahmi","strahmi","SCHWARTZ",1979
"Anolis","strahmi","abditus","SCHWARTZ",1979
"Antaresia","stimsoni","stimsoni","SMITH",1985
"Antaresia","stimsoni","orientalis","SMITH",1985
"Aparallactus","capensis","bocagii","BOULENGER",1895
"Aparallactus","capensis","capensis","SMITH",1849
"Aparallactus","capensis","punctatolineatus","BOULENGER",1895
"Aparallactus","lunulatus","lunulatus","PETERS",1854
"Aparallactus","lunulatus","nigrocollaris","CHABANAUD",1916
"Aparallactus","modestus","modestus","GUNTHER",1859
"Aparallactus","modestus","ubangensis","BOULENGER",1897
"Apathya","cappadocica","cappadocica","WERNER",1902
"Apathya","cappadocica","muhtari","EISELT",1979
"Apathya","cappadocica","urmiana","LANTZ & SUCHOW",1934
"Apathya","cappadocica","wolteri","BIRD",1936
"Archaeolacerta","bedriagae","bedriagae","CAMERANO",1885
"Archaeolacerta","bedriagae","paessleri","MERTENS",1927
"Archaeolacerta","bedriagae","sardoa","PERACCA",1903
"Archelaphe","bella","bella","STANLEY",1917
"Archelaphe","bella","chapaensis","BOURRET",1934
"Argyrophis","diardii","platyventris","KHAN",1998
"Argyrophis","diardii","diardii","SCHLEGEL",1839
"Arizona","elegans","arenicola","DIXON",1960
"Arizona","elegans","candida","KLAUBER",1946
"Arizona","elegans","eburnata","KLAUBER",1946
"Arizona","elegans","expolita","KLAUBER",1946
"Arizona","elegans","elegans","KENNICOT",1859
"Arizona","elegans","noctivaga","KLAUBER",1946
"Arizona","elegans","occidentalis","BLANCHARD",1924
"Arizona","elegans","philipi","KLAUBER",1946
"Aspidelaps","lubricus","cowlesi","BOGERT",1940
"Aspidelaps","lubricus","lubricus","LAURENTI",1768
"Aspidelaps","scutatus","fulafulus","BIANCONI",1849
"Aspidelaps","scutatus","intermedius","BROADLEY",1968
"Aspidelaps","scutatus","scutatus","SMITH",1849
"Aspidomorphus","muelleri","interruptus","BRONGERSMA",1934
"Aspidomorphus","muelleri","lineatus","BRONGERSMA",1934
"Aspidomorphus","muelleri","muelleri","SCHLEGEL",1837
"Aspidoscelis","angusticeps","petenensis","BEARGIE & MCCOY",1964
"Aspidoscelis","angusticeps","angusticeps","COPE",1877
"Aspidoscelis","communis","mariarum","GUNTHER",1885
"Aspidoscelis","communis","communis","COPE",1878
"Aspidoscelis","costatus","barrancorum","ZWEIFEL",1959
"Aspidoscelis","costatus","costatus","COPE",1878
"Aspidoscelis","costatus","griseocephalus","ZWEIFEL",1959
"Aspidoscelis","costatus","huico","ZWEIFEL",1959
"Aspidoscelis","costatus","mazatlanensis","ZWEIFEL",1959
"Aspidoscelis","costatus","nigrigularis","ZWEIFEL",1959
"Aspidoscelis","costatus","occidentalis","GADOW",1906
"Aspidoscelis","costatus","zweifeli","DUELLMAN",1960
"Aspidoscelis","deppii","infernalis","DUELLMAN & WELLMAN",1969
"Aspidoscelis","deppii","deppii","WIEGMANN",1834
"Aspidoscelis","deppii","schizophorus","SMITH & BRANDON",1968
"Aspidoscelis","gularis","gularis","BAIRD & GIRARD",1852
"Aspidoscelis","gularis","colossus","DIXON LIEB & KETCHERSID",1971
"Aspidoscelis","gularis","pallidus","DUELLMAN & ZWEIFEL",1962
"Aspidoscelis","gularis","semiannulatus","WALKER",1967
"Aspidoscelis","gularis","semifasciatus","COPE",1892
"Aspidoscelis","gularis","septemvittata","COPE",1892
"Aspidoscelis","guttatus","flavilineatus","DUELLMAN & WELLMAN",1960
"Aspidoscelis","guttatus","guttatus","WIEGMANN",1834
"Aspidoscelis","guttatus","immutabilis","COPE",1878
"Aspidoscelis","hyperythrus","beldingi","STEJNEGER",1894
"Aspidoscelis","hyperythrus","hyperythrus","COPE",1863
"Aspidoscelis","hyperythrus","schmidti","VAN DENBURGH & SLEVIN",1921
"Aspidoscelis","inornatus","arizonae","VAN DENBURGH",1896
"Aspidoscelis","inornatus","chihuahuae","WRIGHT & LOWE",1993
"Aspidoscelis","inornatus","cienegae","WRIGHT & LOWE",1993
"Aspidoscelis","inornatus","gypsi","WRIGHT & LOWE",1993
"Aspidoscelis","inornatus","heptagrammus","AXTELL",1961
"Aspidoscelis","inornatus","juniperus","WRIGHT & LOWE",1993
"Aspidoscelis","inornatus","llanuras","WRIGHT & LOWE",1993
"Aspidoscelis","inornatus","inornatus","BAIRD",1859
"Aspidoscelis","inornatus","octolineatus","BAIRD",1859
"Aspidoscelis","inornatus","paululus","WILLIAMS",1968
"Aspidoscelis","lineattissimus","duodecemlineatus","LEWIS",1956
"Aspidoscelis","lineattissimus","exoristus","DUELLMAN & WELLMAN",1960
"Aspidoscelis","lineattissimus","lineattissimus","COPE",1878
"Aspidoscelis","lineattissimus","lividus","DUELLMAN & WELLMAN",1960
"Aspidoscelis","marmoratus","marmoratus","BAIRD & GIRARD",1852
"Aspidoscelis","marmoratus","reticuloriens","HENDRICKS & DIXON",1986
"Aspidoscelis","sackii","sackii","WIEGMANN",1834
"Aspidoscelis","sackii","bocourti","BOULENGER",1885
"Aspidoscelis","sackii","gigas","DAVIS & SMITH",1952
"Aspidoscelis","sexlineatus","sexlineatus","LINNAEUS",1766
"Aspidoscelis","sexlineatus","stephensae","TRAUTH",1992
"Aspidoscelis","sexlineatus","viridis","LOWE",1966
"Aspidoscelis","tigris","aethiops","COPE",1900
"Aspidoscelis","tigris","dickersonae","VAN DENBURGH & SLEVIN",1921
"Aspidoscelis","tigris","disparilis","DICKERSON",1919
"Aspidoscelis","tigris","multiscutatus","COPE",1892
"Aspidoscelis","tigris","mundus","CAMP",1916
"Aspidoscelis","tigris","nigroriens","HENDRICKS & DIXON",1986
"Aspidoscelis","tigris","pulcher","WILLIAMS SMITH & CHRAPLIWY",1960
"Aspidoscelis","tigris","punctatus","WALKER & MASLIN",1965
"Aspidoscelis","tigris","punctilinealis","DICKERSON",1919
"Aspidoscelis","tigris","rubidus","COPE",1892
"Aspidoscelis","tigris","septentrionalis","BURGER",1950
"Aspidoscelis","tigris","stejnegeri","VAN DENBURGH",1894
"Aspidoscelis","tigris","tigris","BAIRD & GIRARD",1852
"Aspidoscelis","tigris","variolosus","COPE",1892
"Aspidoscelis","tigris","vividus","WALKER",1981
"Asymblepharus","alaicus","kucenkoi","NIKOLSKY",1902
"Asymblepharus","alaicus","alaicus","ELPATJEVSKY",1901
"Asymblepharus","alaicus","yakovlevae","EREMCHENKO",1983
"Asymblepharus","ladacensis","ladacensis","GUNTHER",1864
"Asymblepharus","ladacensis","stimsoni","EREMCENKO",1992
"Ateuchosaurus","pellopleurus","browni","VAN DENBURGH",1912
"Ateuchosaurus","pellopleurus","pellopleurus","HALLOWELL",1861
"Atractaspis","bibronii","bibronii","SMITH",1849
"Atractaspis","bibronii","rostrata","GUNTHER",1868
"Atractaspis","boulengeri","boulengeri","MOCQUARD",1897
"Atractaspis","boulengeri","mixta","LAURENT",1945
"Atractaspis","boulengeri","schmidti","LAURENT",1945
"Atractaspis","boulengeri","schultzei","STERNFELD",1917
"Atractaspis","boulengeri","vanderborghti","LAURENT",1956
"Atractaspis","boulengeri","matschiensis","WERNER",1897
"Atractaspis","congica","congica","PETERS",1877
"Atractaspis","congica","leleupi","LAURENT",1950
"Atractaspis","congica","orientalis","LAURENT",1945
"Atractaspis","corpulenta","corpulenta","HALLOWELL",1854
"Atractaspis","corpulenta","kivuensis","LAURENT",1958
"Atractaspis","corpulenta","leucura","MOCQUARD",1885
"Atractaspis","irregularis","angeli","LAURENT",1950
"Atractaspis","irregularis","bipostocularis","BOULENGER",1905
"Atractaspis","irregularis","irregularis","REINHARDT",1843
"Atractaspis","irregularis","parkeri","LAURENT",1945
"Atractaspis","irregularis","uelensis","LAURENT",1945
"Atractaspis","reticulata","brieni","LAURENT",1956
"Atractaspis","reticulata","heterochilus","BOULENGER",1901
"Atractaspis","reticulata","reticulata","SJOSTEDT",1896
"Bachia","heteropa","heteropa","LICHTENSTEIN & MARTENS",1856
"Bachia","heteropa","marcelae","DONOSO-BARROS",1968
"Bachia","trisanale","trisanale","COPE",1868
"Bachia","trisanale","abendrothi","PETERS",1871
"Bachia","trisanale","vermiformis","COPE",1874
"Basiliscus","basiliscus","basiliscus","LINNAEUS",1758
"Basiliscus","basiliscus","barbouri","RUTHVEN",1914
"Bipes","canaliculatus","canaliculatus","BONNATERRE",1789
"Bipes","canaliculatus","multiannulatus","ALVAREZ",1966
"Bitis","arietans","arietans","MERREM",1820
"Bitis","arietans","somalica","PARKER",1949
"Bitis","atropos","atropos","LINNAEUS",1758
"Bitis","atropos","unicolor","FITZSIMONS",1959
"Blanus","strauchi","strauchi","BEDRIAGA",1884
"Blanus","strauchi","bedriagae","BOULENGER",1884
"Boa","constrictor","constrictor","LINNAEUS",1758
"Boa","constrictor","nebulosa","LAZELL",1964
"Boa","constrictor","occidentalis","PHILIPPI",1873
"Boa","constrictor","orophias","LINNAEUS",1758
"Boa","constrictor","ortonii","COPE",1877
"Boaedon","fuliginosus","fuliginosus","BOIE",1827
"Boaedon","fuliginosus","mentalis","GUNTHER",1888
"Bogertophis","subocularis","amplinotus","WEBB",1990
"Bogertophis","subocularis","subocularis","BROWN",1901
"Boiga","dendrophila","annectens","BOULENGER",1896
"Boiga","dendrophila","dendrophila","BOIE",1827
"Boiga","dendrophila","divergens","TAYLOR",1922
"Boiga","dendrophila","gemmicincta","DUMERIL BIBRON & DUMERIL",1854
"Boiga","dendrophila","latifasciata","BOULENGER",1896
"Boiga","dendrophila","levitoni","GAULKE DEMEGILLO & VOGEL",2005
"Boiga","dendrophila","melanota","BOULENGER",1896
"Boiga","dendrophila","multicincta","BOULENGER",1896
"Boiga","dendrophila","occidentalis","BRONGERSMA",1934
"Boiga","nigriceps","nigriceps","GUNTHER",1863
"Boiga","nigriceps","brevicauda","SMITH",1926
"Boiga","ochracea","ochracea","THEOBALD",1868
"Boiga","ochracea","stoliczkae","WALL",1909
"Boiga","ochracea","walli","SMITH",1943
"Boiga","trigonata","trigonata","SCHNEIDER",1802
"Boiga","trigonata","melanocephala","ANNANDALE",1904
"Borikenophis","portoricensis","portoricensis","REINHARDT & LUTKEN",1862
"Borikenophis","portoricensis","anegadae","BARBOUR",1917
"Borikenophis","portoricensis","aphantus","SCHWARTZ",1966
"Borikenophis","portoricensis","nicholsi","GRANT",1937
"Borikenophis","portoricensis","richardi","GRANT",1946
"Bothrops","bilineatus","bilineatus","WIED",1821
"Bothrops","bilineatus","smaragdinus","HOGE",1966
"Bothrops","taeniatus","taeniatus","WAGLER",1824
"Bothrops","taeniatus","lichenosus","ROZE",1958
"Brachyophis","revoili","revoili","MOCQUARD",1888
"Brachyophis","revoili","cornii","SCORTECCI",1932
"Brachyophis","revoili","krameri","LANZA",1966
"Buhoma","depressiceps","marlieri","LAURENT",1956
"Buhoma","depressiceps","depressiceps","WERNER",1897
"Bungarus","ceylonicus","karavala","DERANIYAGALA",1955
"Bungarus","ceylonicus","ceylonicus","GUNTHER",1864
"Bungarus","flaviceps","flaviceps","REINHARDT",1843
"Bungarus","flaviceps","baluensis","LOVERIDGE",1938
"Bungarus","multicinctus","multicinctus","BLYTH",1861
"Bungarus","multicinctus","wanghaotingi","POPE",1928
"Calamaria","lovii","gimletti","BOULENGER",1905
"Calamaria","lovii","lovii","BOULENGER",1887
"Calamaria","lovii","wermuthi","INGER & MARX",1965
"Calamaria","lovii","ingermarxorum","DAREVSKY & ORLOV",1992
"Calamaria","pavimentata","miyarai","TAKARA",1962
"Calamaria","pavimentata","pavimentata","DUMERIL BIBRON & DUMERIL",1854
"Calamaria","schlegeli","schlegeli","DUMERIL BIBRON & DUMERIL",1854
"Calamaria","schlegeli","cuvieri","JAN",1862
"Calliophis","bivirgatus","flaviceps","CANTOR",1839
"Calliophis","bivirgatus","bivirgatus","BOIE",1827
"Calliophis","bivirgatus","tetrataenius","BLEEKER",1859
"Calliophis","intestinalis","intestinalis","LAURENTI",1768
"Calliophis","intestinalis","lineata","GRAY in GRAY & HARDWICKE",1835
"Calliophis","intestinalis","everetti","BOULENGER",1896
"Calliophis","intestinalis","thepassi","BLEEKER",1859
"Calliophis","maculiceps","atrofrontalis","SAUVAGE",1877
"Calliophis","maculiceps","hughi","COCHRAN",1927
"Calliophis","maculiceps","maculiceps","GUNTHER",1858
"Calliophis","maculiceps","michaelis","DEUVE",1961
"Calliophis","maculiceps","smithi","KLEMMER",1963
"Calliophis","melanurus","sinhaleyus","DERANIYAGALA",1951
"Calliophis","melanurus","melanurus","SHAW",1802
"Calliophis","nigrescens","nigrescens","GUNTHER",1862
"Calliophis","nigrescens","khandallensis","WALL",1913
"Callisaurus","draconoides","bogerti","MARTIN DEL CAMPO",1943
"Callisaurus","draconoides","brevipes","BOGERT & DORSON",1942
"Callisaurus","draconoides","carmenensis","DICKERSON",1919
"Callisaurus","draconoides","crinitus","COPE",1896
"Callisaurus","draconoides","draconoides","BLAINVILLE",1835
"Callisaurus","draconoides","inusitatus","DICKERSON",1919
"Callisaurus","draconoides","myurus","RICHARDSON",1915
"Callisaurus","draconoides","rhodostictus","COPE",1896
"Callisaurus","draconoides","ventralis","HALLOWELL",1852
"Callopistes","maculatus","maculatus","GRAVENHORST",1838
"Callopistes","maculatus","atacamensis","DONOSO-BARROS",1960
"Callopistes","maculatus","manni","DONOSO-BARROS",1960
"Calotes","emma","alticristatus","SCHMIDT",1925
"Calotes","emma","emma","GRAY",1845
"Calotes","versicolor","farooqi","AUFFENBERG & REHMANN",1995
"Calotes","versicolor","versicolor","DAUDIN",1802
"Calumma","brevicorne","brevicorne","GUNTHER",1879
"Calumma","brevicorne","tsarafidyi","BRYGOO & DOMERGUE",1970
"Calumma","parsonii","cristifer","METHUEN & HEWITT",1913
"Calumma","parsonii","parsonii","CUVIER",1824
"Candoia","aspera","aspera","GUNTHER",1877
"Candoia","aspera","schmidti","STULL",1932
"Candoia","carinata","carinata","SCHNEIDER",1801
"Candoia","carinata","tepedeleni","SMITH CHISZAR TEPEDELEN & BREUKELEN",2001
